ref_id,block_id,field_name,match_type,context_snippet,is_risk
37b68e26dc9effbc6a7a616959a72206,fb932bd845c2ee8c5376a0ee8baa7b74,branded_mobile_app_purchased_date,var_alias (catalog_item),catalog_item.branded_mobile_app_purchased_date,False
37b68e26dc9effbc6a7a616959a72206,fb932bd845c2ee8c5376a0ee8baa7b74,branded_mobile_app_purchased_date,var_alias (catalog_item),catalog_item.branded_mobile_app_purchased_date,False
17f8527f2caa7b4a2334f76d0b9f358f,fb932bd845c2ee8c5376a0ee8baa7b74,account_segment,var_alias (catalog_item),catalog_item.account_segment,False
9d421df3921dee19fa263b911647d674,fb932bd845c2ee8c5376a0ee8baa7b74,country_code,var_alias (catalog_item),catalog_item.country_code,False
5d81f5ae00e367a08775cc9baa7bf76f,fb932bd845c2ee8c5376a0ee8baa7b74,is_managed,var_alias (catalog_item),catalog_item.is_managed,False
723bf18e4f32003f8e1746465e92ec47,fb932bd845c2ee8c5376a0ee8baa7b74,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
37b68e26dc9effbc6a7a616959a72206,fb932bd845c2ee8c5376a0ee8baa7b74,branded_mobile_app_purchased_date,var_alias (catalog_item),catalog_item.branded_mobile_app_purchased_date,False
45840bca1e33271fe0a01f9242198d07,fb932bd845c2ee8c5376a0ee8baa7b74,products_purchased,var_alias (catalog_item),catalog_item.products_purchased,False
82feb9582e165c5352a92c202de1f5d5,fb932bd845c2ee8c5376a0ee8baa7b74,churn_date,var_alias (catalog_item),catalog_item.churn_date,False
723bf18e4f32003f8e1746465e92ec47,fb932bd845c2ee8c5376a0ee8baa7b74,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
723bf18e4f32003f8e1746465e92ec47,fb932bd845c2ee8c5376a0ee8baa7b74,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
37b68e26dc9effbc6a7a616959a72206,fb932bd845c2ee8c5376a0ee8baa7b74,branded_mobile_app_purchased_date,var_alias (catalog_item),catalog_item.branded_mobile_app_purchased_date,False
37b68e26dc9effbc6a7a616959a72206,fb932bd845c2ee8c5376a0ee8baa7b74,branded_mobile_app_purchased_date,var_alias (catalog_item),catalog_item.branded_mobile_app_purchased_date,False
17f8527f2caa7b4a2334f76d0b9f358f,fb932bd845c2ee8c5376a0ee8baa7b74,account_segment,var_alias (catalog_item),catalog_item.account_segment,False
9d421df3921dee19fa263b911647d674,fb932bd845c2ee8c5376a0ee8baa7b74,country_code,var_alias (catalog_item),catalog_item.country_code,False
5d81f5ae00e367a08775cc9baa7bf76f,fb932bd845c2ee8c5376a0ee8baa7b74,is_managed,var_alias (catalog_item),catalog_item.is_managed,False
723bf18e4f32003f8e1746465e92ec47,fb932bd845c2ee8c5376a0ee8baa7b74,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
